Sat Mar 11 12:45:45 2023, 13.238730, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 10723995373, 10865891616
Sat Mar 11 12:47:47 2023, 11.877402, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 10952332679, 11121061678
Sat Mar 11 12:48:00 2023, 13.127496, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11123852565, 11268477866
Sat Mar 11 12:48:13 2023, 12.129138, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11270697526, 11433896937
Sat Mar 11 12:48:25 2023, 12.140733, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11435996419, 11596071510
Sat Mar 11 12:48:39 2023, 13.292776, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11598034701, 11739891027
Sat Mar 11 12:48:53 2023, 13.354764, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11742374724, 11883617466
Sat Mar 11 12:49:06 2023, 13.323011, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 11886017545, 12028117828
Sat Mar 11 12:49:19 2023, 12.207099, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 12030507043, 12192753027
Sat Mar 11 12:49:31 2023, 12.249348, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 12194986786, 12350052795
Sat Mar 11 12:49:44 2023, 12.307553, defaultserial, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 12352500176, 12515308292
Sat Mar 11 12:50:26 2023, 12.261203, defaultserial, 500000, 400000, 400000, 600000, 500000, 400000, 500000, 400000, 12546246690, 12716174843
Sat Mar 11 12:50:39 2023, 13.351253, defaultserial, 1800000, 400000, 400000, 400000, 500000, 1700000, 500000, 1200000, 12717215612, 12857039046
Sat Mar 11 12:50:52 2023, 12.216350, defaultserial, 600000, 400000, 600000, 400000, 500000, 400000, 1500000, 1800000, 12858225505, 13017529052
Sat Mar 11 12:51:05 2023, 13.344531, defaultserial, 1000000, 500000, 500000, 400000, 400000, 500000, 800000, 400000, 13018317319, 13162239864
Sat Mar 11 12:51:18 2023, 12.259803, defaultserial, 1000000, 500000, 600000, 400000, 1800000, 500000, 1000000, 600000, 13163310845, 13323697580
Sat Mar 11 12:51:31 2023, 12.294952, defaultserial, 1100000, 500000, 500000, 600000, 700000, 600000, 600000, 600000, 13324540718, 13486754780
Sat Mar 11 12:51:44 2023, 13.540144, defaultserial, 1000000, 1400000, 400000, 1400000, 400000, 400000, 400000, 500000, 13487688493, 13627259913
Sat Mar 11 12:51:58 2023, 13.428491, defaultserial, 1100000, 700000, 400000, 1700000, 400000, 400000, 600000, 600000, 13628394249, 13766610326
Sat Mar 11 12:52:10 2023, 12.280347, defaultserial, 400000, 500000, 400000, 400000, 700000, 600000, 400000, 500000, 13767817659, 13929127488
Sat Mar 11 12:52:24 2023, 12.874091, defaultserial, 400000, 400000, 1000000, 400000, 600000, 500000, 400000, 600000, 13930432294, 14079683072
Sat Mar 11 13:36:41 2023, 12.747050, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 15415803369, 15568042848
Sat Mar 11 13:38:21 2023, 12.866462, serial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 15752956681, 15906065481
Sat Mar 11 13:59:50 2023, 12.127364, defaultserial, 400000, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 16711215031, 16881646724
Sat Mar 11 14:00:03 2023, 12.502804, defaultserial, 400000, 400000, 1700000, 400000, 400000, 400000, 400000, 400000, 16883615041, 17040546036
Sat Mar 11 14:00:16 2023, 12.186711, defaultserial, 400000, 400000, 400000, 1700000, 400000, 400000, 400000, 400000, 17042039502, 17211399603
Sat Mar 11 14:00:29 2023, 12.262965, defaultserial, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1300000, 17213347718, 17376240306
Sat Mar 11 14:00:42 2023, 12.231596, defaultserial, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1400000, 17377930182, 17536533231
Sat Mar 11 14:00:55 2023, 12.803904, defaultserial, 400000, 400000, 1800000, 400000, 400000, 400000, 400000, 400000, 17538612327, 17690015687
Sat Mar 11 14:01:08 2023, 12.283658, defaultserial, 400000, 400000, 400000, 1700000, 400000, 400000, 400000, 400000, 17692113216, 17853056590
Sat Mar 11 14:01:21 2023, 12.426241, defaultserial, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 1200000, 17854719672, 18015963766
Sat Mar 11 14:01:35 2023, 13.496649, defaultserial, 1800000, 400000, 400000, 400000, 400000, 400000, 400000, 400000, 18017460344, 18151786966
Sat Mar 11 14:01:49 2023, 12.900232, defaultserial, 400000, 400000, 400000, 400000, 400000, 400000, 1300000, 400000, 18153605321, 18306081310
Sat Mar 11 15:37:21 2023, 249.858245, parallel, 1200000, 1800000, 1700000, 1200000, 1000000, 400000, 400000, 400000, 21450920305, 22041060334
Sat Mar 11 15:38:00 2023, 307.223864, parallel, 1400000, 500000, 1800000, 1800000, 700000, 1000000, 400000, 400000, 22042919522, 22515579383
